movie_name,mpaa,mpaa_category,overall_Profanity,overall_Drug/Alcohol,overall_General,overall_Violence,overall_Sexual Content
Gold,R,Adult,0.020755260882098586,0.03776304410492937,0.919573364081868,0.013836840588065724,0.00807149034303834
Star-Trek-02-The-Wrath-Of-Khan,PG,Family-Friendly,0.005931784478497282,0.007414730598121601,0.9411764705882353,0.044488383588729606,0.0009886307464162135
Land-of-Mine,R,Adult,0.01520387007601935,0.010711817553559088,0.9257083621285418,0.04595715272978576,0.0024187975120939877
Year-One,PG-13,Family-Friendly,0.007766990291262136,0.006601941747572815,0.8780582524271845,0.07766990291262135,0.029902912621359225
Honey-Boy,R,Adult,0.06175115207373272,0.035483870967741936,0.8746543778801843,0.020737327188940093,0.007373271889400922
Eye-in-the-Sky,R,Adult,0.013094417643004824,0.0034458993797381117,0.9534803583735355,0.028256374913852515,0.0017229496898690559
Broadcast-News,R,Adult,0.007776599505125486,0.010250972074938141,0.959349593495935,0.01343230823612584,0.009190526687875575
Sunshine-Cleaning,R,Adult,0.013967534918837296,0.01812004530011325,0.9407323518308796,0.013590033975084938,0.013590033975084938
Stir-of-Echoes,R,Adult,0.019085343896290963,0.01980554555275477,0.9024126755491537,0.04933381346777098,0.009362621534029529
Kingdom-The,PG-13,Family-Friendly,0.0062050947093403004,0.005878510777269758,0.8696930111038537,0.1178967994774657,0.00032658393207054214
Hackers,PG-13,Family-Friendly,0.0168506682161534,0.012783265543288786,0.9250435793143521,0.02672864613596746,0.018593840790238233
Believer-The,R,Adult,0.02653846153846154,0.009615384615384616,0.8830769230769231,0.06884615384615385,0.011923076923076923
Battle-of-the-Sexes,PG-13,Family-Friendly,0.008229098090849244,0.016787360105332456,0.9634628044766294,0.006254114549045424,0.005266622778143515
Jimmy-and-Judy,R,Adult,0.041853035143769965,0.02268370607028754,0.844408945686901,0.04792332268370607,0.04313099041533546
Freddy-vs-Jason,R,Adult,0.01627339300244101,0.01627339300244101,0.7827502034174125,0.1708706265256306,0.013832384052074858
Horrible-Bosses,R,Adult,0.031342651418890304,0.023718763235916984,0.868276154171961,0.04066073697585769,0.03600169419737399
Absolute-Power,R,Adult,0.014737754659731253,0.013437364542696142,0.9124403987863026,0.04984828781967924,0.00953619419159081
Batman-and-Robin,NR,Adult,0.0027279812938425566,0.006625097427903352,0.8706157443491817,0.10795011691348402,0.012081060015588464
Brads-Status,R,Adult,0.015349194167306216,0.013814274750575594,0.9646968534151957,0.0023023791250959325,0.003837298541826554
The-Lost-Boys,R,Adult,0.0034647033347769596,0.00996102208748376,0.9177132957990473,0.06409701169337376,0.004763967085318319
Mulan,G,Family-Friendly,0.006053268765133172,0.0012106537530266344,0.8952784503631961,0.08837772397094432,0.009079903147699757
Knocked-Up,R,Adult,0.03425414364640884,0.022651933701657457,0.914364640883978,0.008287292817679558,0.020441988950276244
Wonderstruck,PG,Family-Friendly,0.0005060728744939271,0.004048582995951417,0.9913967611336032,0.003036437246963563,0.0010121457489878543
Havoc-2-Normal-Adolescent-Behavior,R,Adult,0.0152426795026073,0.00762133975130365,0.9318090653830726,0.014039310068190935,0.031287605294825514
Tower-Heist,PG-13,Family-Friendly,0.017749244712990938,0.009818731117824773,0.9509063444108762,0.019259818731117824,0.0022658610271903325
Killing-Zoe,R,Adult,0.048295454545454544,0.04876893939393939,0.7855113636363636,0.10558712121212122,0.011837121212121212
Pet-Sematary-II,R,Adult,0.012495266944339266,0.011737978038621734,0.8678530859522908,0.09920484664899659,0.00870882241575161
Starman,PG,Family-Friendly,0.007706422018348624,0.009174311926605505,0.9277064220183486,0.04990825688073394,0.005504587155963303
Only-You,PG,Family-Friendly,0.004034969737726967,0.00605245460659045,0.9778076664425017,0.006724949562878279,0.005379959650302623
Sgt-Rock,PG-13,Family-Friendly,0.04912154894227322,0.007529580494801004,0.7651487988526353,0.16636787378988885,0.011832197920401577
Twilight-New-Moon,PG-13,Family-Friendly,0.006498194945848376,0.001444043321299639,0.9379061371841155,0.044765342960288806,0.009386281588447653
Mollys-Game,R,Adult,0.010359869138495093,0.021264994547437296,0.9525627044711014,0.013904034896401308,0.0019083969465648854
Alien-Resurrection,R,Adult,0.043726235741444866,0.011406844106463879,0.8038022813688213,0.1376425855513308,0.0034220532319391636
Soldier,R,Adult,0.0074794315632011965,0.005609573672400898,0.818997756170531,0.16342557965594615,0.004487658937920718
PredatorHunter,R,Adult,0.019639065817409766,0.007961783439490446,0.8158174097664543,0.15605095541401273,0.0005307855626326964
Water-for-Elephants,PG-13,Family-Friendly,0.00942782834850455,0.02438231469440832,0.8998699609882965,0.053315994798439535,0.013003901170351105
Minions,PG,Family-Friendly,0.004210526315789474,0.0008421052631578948,0.9145263157894736,0.07536842105263158,0.0050526315789473685
Someone-To-Watch-Over-Me,R,Adult,0.02447058823529412,0.009411764705882352,0.9129411764705883,0.04376470588235294,0.009411764705882352
The-Manchurian-Candidate,R,Adult,0.008030431107354184,0.011834319526627219,0.9213863060016906,0.0566356720202874,0.002113271344040575
Jurassic-Park,PG-13,Family-Friendly,0.005861977084998668,0.0077271516120436985,0.9320543565147882,0.053557154276578735,0.0007993605115907274
King-of-Comedy-The,PG,Family-Friendly,0.003963011889035667,0.014861294583883751,0.952443857331572,0.02080581241743725,0.007926023778071334
Hot-Tub-Time-Machine,R,Adult,0.03515459551037696,0.04531977975434138,0.8458280389665396,0.030919102075391783,0.04277848369335027
Cradle-2-the-Grave,R,Adult,0.02035928143712575,0.005588822355289421,0.871057884231537,0.09500998003992016,0.007984031936127744
Ninja-Assassin,R,Adult,0.010762331838565023,0.004932735426008968,0.8650224215246637,0.11434977578475336,0.004932735426008968
When-a-Stranger-Calls,PG-13,Family-Friendly,0.004750593824228029,0.020427553444180523,0.9420427553444181,0.02992874109263658,0.0028503562945368173
Apocalypse-Now,R,Adult,0.02374955019791292,0.018711766822598057,0.8182799568189997,0.13350125944584382,0.0057574667146455556
Requiem-for-a-Dream,NR,Adult,0.023403411344704483,0.04720349067830226,0.8865529551765172,0.024990083300277667,0.017850059500198336
Avengers-The,PG-13,Family-Friendly,0.0016772895001677288,0.009057363300905737,0.9161355249916135,0.06440791680644078,0.00872190540087219
The-Godfather-Part-2,R,Adult,0.005589714924538848,0.012297372833985467,0.9379541643376188,0.04108440469536054,0.0030743432084963667
Nashville,R,Adult,0.007032348804500703,0.007032348804500703,0.9648382559774965,0.015471167369901548,0.005625879043600563
Flash-Gordon,PG,Family-Friendly,0.0060773480662983425,0.004972375690607734,0.8497237569060774,0.12320441988950276,0.016022099447513812
Monty-Python-and-the-Holy-Grail,PG,Family-Friendly,0.02059308072487644,0.0012355848434925864,0.9110378912685337,0.06383855024711697,0.0032948929159802307
Wonder-Woman,PG-13,Family-Friendly,0.0024849130280440185,0.011359602413915513,0.8438054668086616,0.13773517926872558,0.004614838480653177
1492-Conquest-of-Paradise,PG-13,Family-Friendly,0.003601440576230492,0.014805922368947578,0.9163665466186475,0.05922368947579031,0.006002400960384154
American-President-The,PG-13,Family-Friendly,0.005319148936170213,0.0056990881458966565,0.976823708206687,0.009498480243161094,0.0026595744680851063
Bridge-of-Spies,PG-13,Family-Friendly,0.0031360250882007056,0.01097608780870247,0.9604076832614661,0.02391219129753038,0.0015680125441003528
Extract,R,Adult,0.01851035698545615,0.03525782282944028,0.9070074922873512,0.015866020273248127,0.023358307624504186
Bamboozled,R,Adult,0.027943368107302535,0.02421758569299553,0.9116989567809239,0.028688524590163935,0.007451564828614009
Snatch,R,Adult,0.06732755059892606,0.01197852127220157,0.8318876497315159,0.08550185873605948,0.003304419661296985
Rise-of-the-Guardians,PG,Family-Friendly,0.0017525411847178409,0.0003505082369435682,0.9519803715387312,0.0452155625657203,0.0007010164738871364
Smokey-and-the-Bandit,PG,Family-Friendly,0.011526048870447211,0.00875979714153988,0.9285384970032273,0.04656523743660673,0.004610419548178884
Bound,R,Adult,0.045394446892904367,0.027324812692816218,0.8267959453503746,0.08021154693697664,0.020273248126928163
Supergirl,PG,Family-Friendly,0.0023014959723820483,0.013425393172228616,0.9393939393939394,0.0395090141925585,0.005370157268891446
Shakespeare-in-Love,R,Adult,0.0016142050040355124,0.013317191283292978,0.9297820823244553,0.0387409200968523,0.016545601291364002
BlacKkKlansman,R,Adult,0.045756457564575644,0.01734317343173432,0.8723247232472324,0.056457564575645755,0.008118081180811807
Legend,R,Adult,0.01051939513477975,0.005588428665351742,0.9023668639053254,0.07495069033530571,0.006574621959237344
Scream-2,R,Adult,0.011223750905141203,0.007603186097031137,0.8845039826212889,0.0894279507603186,0.00724112961622013
Wag-the-Dog,R,Adult,0.018658055256548258,0.01794043774668102,0.9368496591316828,0.021528525296017224,0.005023322569070686
Ten-Things-I-Hate-About-You,PG-13,Family-Friendly,0.013314967860422406,0.02295684113865932,0.9256198347107438,0.02295684113865932,0.015151515151515152
Brothers-Bloom-The,PG-13,Family-Friendly,0.016135538523598225,0.02016942315449778,0.9023799919322307,0.05526421944332392,0.0060508269463493344
Airplane-2-The-Sequel,PG,Family-Friendly,0.0078125,0.025390625,0.89296875,0.06328125,0.010546875
Law-Abiding-Citizen,R,Adult,0.027511196417146513,0.011836212412028152,0.8902751119641714,0.06781829814459372,0.0025591810620601407
Wall-Street,R,Adult,0.01060329067641682,0.019378427787934187,0.9491773308957953,0.009872029250457038,0.010968921389396709
Bad-Lieutenant,NC-17,Adult,0.05472901168969182,0.07598299681190224,0.7986184909670563,0.04782146652497343,0.022848034006376194
The-Jerk,R,Adult,0.02416918429003021,0.00906344410876133,0.9433534743202417,0.014350453172205438,0.00906344410876133
Frances,R,Adult,0.010351317440401506,0.023212045169385194,0.9284818067754078,0.027917189460476787,0.010037641154328732
U-Turn,R,Adult,0.03852127990059025,0.011494252873563218,0.8511960236098167,0.08139173656415036,0.017396707051879467
Vicky-Cristina-Barcelona,PG-13,Family-Friendly,0.011695906432748537,0.017887856897144824,0.9391124871001032,0.012727898176814585,0.018575851393188854
Dark-City,R,Adult,0.004331683168316832,0.008663366336633664,0.901299504950495,0.07889851485148515,0.006806930693069307
Repo-Man,R,Adult,0.06293266205160478,0.020138451856513532,0.8602894902454373,0.051604782882315924,0.005034612964128383
Network,R,Adult,0.029508196721311476,0.00819672131147541,0.9323770491803278,0.021311475409836064,0.00860655737704918
American-Werewolf-in-London,R,Adult,0.013395157135497167,0.010303967027305513,0.9010819165378671,0.06285419886656363,0.012364760432766615
Queen-The,PG,Family-Friendly,0.003289473684210526,0.002349624060150376,0.9821428571428571,0.011278195488721804,0.0009398496240601503
The-Postman,PG,Family-Friendly,0.006546644844517185,0.005182760501909438,0.9151663938897981,0.07119476268412439,0.0019094380796508457
So-I-Married-an-Axe-Murderer,PG-13,Family-Friendly,0.008137044967880086,0.011563169164882228,0.9383297644539614,0.03126338329764454,0.010706638115631691
LAvventura,NR,Adult,0.00039872408293460925,0.006778309409888357,0.9696969696969697,0.01036682615629984,0.012759170653907496
JFK,R,Adult,0.01585922224636107,0.011296980230284597,0.9222246361068868,0.04801216597870954,0.002606995437757984
O-Brother-Where-Art-Thou,PG-13,Family-Friendly,0.0259222333000997,0.006480558325024925,0.9032901296111665,0.059322033898305086,0.004985044865403789
On-the-Basis-of-Sex,PG-13,Family-Friendly,0.005012531328320802,0.0043859649122807015,0.9805764411027569,0.004699248120300752,0.005325814536340852
FairyTale-A-True-Story,PG,Family-Friendly,0.003849443969204448,0.003849443969204448,0.9816082121471343,0.009837467921300257,0.000855431993156544
Heat,R,Adult,0.017214397496087636,0.01278038601982264,0.8943661971830986,0.06911841418883673,0.006520605112154408
Scandal-Final-Pilot-TV-Script-PDF,R,Adult,0.00505902192242833,0.005621135469364812,0.9600899381675099,0.021360314783586284,0.007869589657110737
The-Shawshank-Redemption,R,Adult,0.03430160692212608,0.01668726823238566,0.8859703337453646,0.049134734239802226,0.013906056860321385
American-Bullshit-(filmed-as-American-Hustle),R,Adult,0.06057563587684069,0.019745649263721552,0.8758366800535475,0.0321285140562249,0.011713520749665328
Belle,PG,Family-Friendly,0.0027124773960217,0.00135623869801085,0.9823688969258589,0.0076853526220614825,0.005877034358047016
Taking-of-Pelham-One-Two-Three-The,R,Adult,0.03994082840236687,0.0040680473372781065,0.8927514792899408,0.0610207100591716,0.0022189349112426036
Runaway-Bride,PG,Family-Friendly,0.002097902097902098,0.013986013986013986,0.9678321678321679,0.009790209790209791,0.006293706293706294
Apache-Drums,NR,Adult,0.023804074158846417,0.013504234378576334,0.9178301670862897,0.04234378576333257,0.0025177386129549098
Antitrust,PG-13,Family-Friendly,0.003599712023038157,0.007919366450683946,0.968682505399568,0.015478761699064075,0.004319654427645789
Dark-Angel-Pilot,R,Adult,0.008105802047781569,0.020051194539249147,0.8728668941979523,0.09129692832764505,0.007679180887372013
Foxtrot,R,Adult,0.0041936713686618375,0.024399542508577964,0.9321387723980176,0.024399542508577964,0.014868471216164697
Vantage-Point,PG-13,Family-Friendly,0.013370216689718764,0.004149377593360996,0.8649147072383587,0.11618257261410789,0.0013831258644536654
Gone-in-Sixty-Seconds,PG-13,Family-Friendly,0.016629436584760487,0.012906428394142468,0.9257880367336808,0.0379746835443038,0.006701414743112435
Labyrinth,PG,Family-Friendly,0.006989748369058714,0.005125815470643057,0.9263746505125815,0.058247903075489285,0.0032618825722274
Pirates-of-the-Caribbean,PG-13,Family-Friendly,0.0033027522935779817,0.016880733944954127,0.8715596330275229,0.10348623853211009,0.0047706422018348625
Place-Beyond-the-Pine-The,R,Adult,0.031091011871113624,0.02459016393442623,0.9095534200113058,0.03137365743357829,0.0033917467495760316
The-Insider,R,Adult,0.022441346480788847,0.008500510030601836,0.9547772866371982,0.01394083645018701,0.00034002040122407346
Into-the-Wild,R,Adult,0.005805515239477504,0.015239477503628448,0.9517416545718432,0.017779390420899856,0.009433962264150943
The-Pacifier,PG,Family-Friendly,0.006635700066357001,0.0053085600530856005,0.9170537491705375,0.06901128069011281,0.0019907100199071004
Spider-Man-Into-the-Spider-Verse,PG,Family-Friendly,0.002242152466367713,0.0012812299807815502,0.9218449711723254,0.07399103139013453,0.0006406149903907751
Theory-of-Everything-The,PG-13,Family-Friendly,0.001948368241597662,0.013151485630784217,0.971748660496834,0.007793472966390648,0.00535801266439357
Monsters-Ball,R,Adult,0.015708812260536397,0.018773946360153258,0.9195402298850575,0.028735632183908046,0.017241379310344827
Tomorrow-Never-Die,PG-13,Family-Friendly,0.002360578341693715,0.0038359398052522867,0.8751844201829448,0.11566833874299204,0.0029507229271171437
Being-Human,PG-13,Family-Friendly,0.0031761544099682387,0.009039824089909602,0.9589543122404105,0.0197898851698021,0.009039824089909602
Deer-Hunter-The,R,Adult,0.031084656084656083,0.022156084656084655,0.8624338624338624,0.07572751322751323,0.008597883597883597
Easy-A,PG-13,Family-Friendly,0.030569708198239925,0.008337193144974525,0.9175544233441408,0.006484483557202408,0.037054191755442334
The-Zero-Theorem,R,Adult,0.01679031628270207,0.014057008980866849,0.9347910972276454,0.013276064037485357,0.021085513471300273
This-is-40,R,Adult,0.027393044013542627,0.01600492459218221,0.9119729147429978,0.01631271160357033,0.028316405047706987
Box-The,PG-13,Family-Friendly,0.0035603026257231864,0.008455718736092568,0.9390298175344904,0.04717400979083222,0.0017801513128615932
Big-Lebowsk,R,Adult,0.10435132957292506,0.01329572925060435,0.8215149073327961,0.048348106365834004,0.01248992747784045
Elizabeth-Blue,PG-13,Family-Friendly,0.0030594405594405595,0.04020979020979021,0.9353146853146853,0.012237762237762238,0.009178321678321678
Rush-Hour-2,PG-13,Family-Friendly,0.015632879475542108,0.006555723651033787,0.8572869389813415,0.10237014624306606,0.018154311649016642
Ballad-of-Buster-Scruggs-The,R,Adult,0.007575757575757576,0.007575757575757576,0.9027113237639554,0.08014354066985646,0.001993620414673046
Grifters-The,R,Adult,0.0063025210084033615,0.007142857142857143,0.9453781512605042,0.03529411764705882,0.0058823529411764705
Kung-Fu-Panda,PG,Family-Friendly,0.0016574585635359116,0.0,0.9066298342541437,0.09171270718232044,0.0
Mud,PG-13,Family-Friendly,0.013623188405797102,0.013333333333333334,0.922608695652174,0.04434782608695652,0.00608695652173913
An-American-Werewolf-In-Paris,R,Adult,0.02948073701842546,0.023785594639865997,0.8130653266331658,0.12663316582914572,0.007035175879396985
Mudbound,R,Adult,0.015630087919244546,0.02800390752197981,0.8974275480299577,0.05079778573754477,0.0081406707912732
The-Cable-Guy,PG-13,Family-Friendly,0.006311360448807854,0.007713884992987377,0.9133941093969145,0.06030855539971949,0.012272089761570827
Marriage-Story,R,Adult,0.014848484848484849,0.013939393939393939,0.9509090909090909,0.011212121212121211,0.00909090909090909
Raging-Bull,R,Adult,0.02710843373493976,0.019954819277108432,0.8550451807228916,0.0783132530120482,0.01957831325301205
Its-a-Wonderful-Life,PG,Family-Friendly,0.0021141649048625794,0.0153276955602537,0.9600951374207188,0.01638477801268499,0.006078224101479916
Danish-Girl-The,R,Adult,0.00088261253309797,0.01323918799646955,0.9585172109443955,0.00441306266548985,0.02294792586054722
Finding-Nemo,G,Family-Friendly,0.003946719289590528,0.001973359644795264,0.9842131228416379,0.009373458312777503,0.000493339911198816
Henrys-Crime,R,Adult,0.01209103840682788,0.014935988620199146,0.936344238975818,0.033072546230440966,0.0035561877667140826
Bird-Box,R,Adult,0.00649772579597141,0.005198180636777128,0.9463937621832359,0.03996101364522417,0.001949317738791423
Fear-and-Loathing-in-Las-Vegas,R,Adult,0.047010309278350516,0.07917525773195876,0.7967010309278351,0.06804123711340206,0.009072164948453608
Wolf-of-Wall-Street-The,R,Adult,0.06562810739144846,0.049055352999668546,0.8342724560822009,0.02088167053364269,0.030162412993039442
Anonymous,PG-13,Family-Friendly,0.006355932203389831,0.009533898305084746,0.926906779661017,0.048375706214689264,0.00882768361581921
Its-Complicated,R,Adult,0.0030959752321981426,0.02786377708978328,0.946483856700575,0.0030959752321981426,0.019460415745245468
They,PG-13,Family-Friendly,0.005966191581040769,0.004308916141862778,0.9386808087504143,0.04242625124295658,0.008617832283725556
The-French-Connection,R,Adult,0.015856777493606138,0.029156010230179028,0.889002557544757,0.056265984654731455,0.009718670076726343
Deep-Rising,R,Adult,0.01609952433223564,0.0018294914013904135,0.8305890962312477,0.14452982070984266,0.006952067325283571
Cecil-B-Demented,R,Adult,0.02912142152023692,0.021224086870681145,0.7793682132280355,0.11994076999012833,0.050345508390918066
Gods-and-Monsters,R,Adult,0.012747875354107648,0.02018413597733711,0.9284702549575071,0.025141643059490085,0.013456090651558074
3-Kings,PG-13,Family-Friendly,0.04013133892739876,0.008026267785479753,0.807369573148486,0.138270704122583,0.006202116016052536
What-to-Expect-When-Youre-Expecting,PG-13,Family-Friendly,0.011228533685601057,0.013870541611624834,0.9478203434610304,0.009247027741083224,0.0178335535006605
Shrek-the-Third,PG,Family-Friendly,0.004412354592860008,0.006417970316887284,0.9269955876454071,0.060569594865623744,0.001604492579221821
Harvey,NR,Adult,0.0021668472372697724,0.018418201516793065,0.9707475622968581,0.00577825929938606,0.00288912964969303
Somethings-Gotta-Give,PG-13,Family-Friendly,0.010244049412473637,0.021391985537812595,0.9367279300994276,0.005724615848147032,0.025911419102139198
American-History-X,R,Adult,0.088659793814433,0.018969072164948454,0.8024742268041237,0.08,0.009896907216494845
Spider-Man,PG-13,Family-Friendly,0.009174311926605505,0.006225425950196592,0.9230013106159896,0.05832241153342071,0.00327653997378768
Dunkirk,PG-13,Family-Friendly,0.008541392904073587,0.003942181340341655,0.8705650459921156,0.11563731931668857,0.001314060446780552
Mobsters,R,Adult,0.039282990083905414,0.020594965675057208,0.8203661327231121,0.10640732265446225,0.013348588863463006
Bonfire-of-the-Vanities,R,Adult,0.023083752589523526,0.014205386208937555,0.9248298313110388,0.02722699023379698,0.010654039656703166
As-Good-As-It-Ge,PG-13,Family-Friendly,0.01205895489057615,0.008932559178204555,0.9517641804376954,0.013398838767306834,0.013845466726217061
Dawn-of-the-Dead,R,Adult,0.01698971045704714,0.0031107920555156735,0.8016271835367312,0.17635798037808087,0.00191433357262503
Star-Trek-07-Generations,PG,Family-Friendly,0.003289473684210526,0.0028782894736842104,0.9432565789473685,0.04975328947368421,0.0008223684210526315
Crow-City-of-Angels-The,R,Adult,0.01912568306010929,0.024043715846994537,0.8218579234972677,0.11967213114754098,0.015300546448087432
Shape-of-Water-The,R,Adult,0.015262110152621102,0.015925680159256803,0.913735899137359,0.047113470471134705,0.007962840079628402
Omega-Man,PG,Family-Friendly,0.014464425332290852,0.017982799061767005,0.8815480844409695,0.08131352619233777,0.004691164972634871
April-Fools-Day,R,Adult,0.01630674305861613,0.007933010136624064,0.9083296606434552,0.050683120317320404,0.016747465843984136
Lord-of-War,R,Adult,0.0222395630120952,0.03199375731564573,0.8575887631681623,0.07530238002341007,0.012875536480686695
Breakdown,R,Adult,0.02466367713004484,0.0029895366218236174,0.8718236173393124,0.09715994020926756,0.0033632286995515697
Body-Heat,R,Adult,0.005355129650507328,0.023957158962795943,0.9351747463359639,0.022829763246899663,0.012683201803833146
Assassins,R,Adult,0.03334672559260747,0.018481317798312576,0.8513459220570511,0.0827641623141824,0.014061872237846525
Six-Degrees-of-Separation,R,Adult,0.008748114630467572,0.012669683257918552,0.9487179487179487,0.024132730015082957,0.005731523378582202
Synecdoche-New-York,R,Adult,0.013284341435839458,0.010175240248728096,0.9406444318824194,0.018371961560203504,0.017524024872809497
Grand-Hotel,NR,Adult,0.0007072135785007072,0.02086280056577086,0.9603960396039604,0.013790664780763792,0.004243281471004243
Red-Riding-Hood,PG-13,Family-Friendly,0.0020509815411661296,0.006738939349545854,0.8895399941400527,0.09610313507178435,0.005566949897450923
New-Nightmare,R,Adult,0.009941256213285133,0.010393131495707185,0.8920018075011297,0.08404880253050158,0.0036150022593764122
Dog-Day-Afternoon,R,Adult,0.027538726333907058,0.014457831325301205,0.8877796901893288,0.06746987951807229,0.002753872633390706
Super-8,PG-13,Family-Friendly,0.0199398043641836,0.009781790820165538,0.8980436418359669,0.06847253574115876,0.003762227238525207
Wreck-It-Ralph,PG,Family-Friendly,0.004342017368069473,0.0016700066800267202,0.9335337341349366,0.058450233800935204,0.002004008016032064
What-Lies-Beneath,PG-13,Family-Friendly,0.004610226320201173,0.017183570829840736,0.9455155071248952,0.02137468566638726,0.011316010058675607
Best-Exotic-Marigold-Hotel-The,PG-13,Family-Friendly,0.002831858407079646,0.006725663716814159,0.975575221238938,0.005309734513274336,0.009557522123893806
Leopard-Man-The,NR,Adult,0.0,0.01715794104707435,0.9511658600967884,0.027716673999120107,0.003959524857017158
Wrestler-The,R,Adult,0.021551724137931036,0.01867816091954023,0.8696120689655172,0.07399425287356322,0.016163793103448277
Hudson-Hawk,R,Adult,0.02711111111111111,0.012888888888888889,0.8471111111111111,0.10311111111111111,0.009777777777777778
Searchers-The,NR,Adult,0.0017176228100309172,0.009618687736173137,0.9168670559945036,0.06801786327722432,0.0037787701820680177
Gremlins-2,PG-13,Family-Friendly,0.005314437555358724,0.012843224092116917,0.9145261293179805,0.060673162090345435,0.006643046944198406
Beloved,R,Adult,0.0074237008523508384,0.0030244707176244156,0.952708276051691,0.025845477041517736,0.010998075336816057
X-Men-Origins-Wolverine,PG-13,Family-Friendly,0.008024966562639322,0.018724921979491754,0.809184128399465,0.15648684797146678,0.007579135086937138
Cool-Hand-Luke,PG,Family-Friendly,0.008681925808997633,0.014601420678768745,0.8942383583267561,0.06393054459352802,0.018547750591949488
Rush,R,Adult,0.01187178472497032,0.013454689354966362,0.9315393747526711,0.03482390185991294,0.008310249307479225
Star-Trek-First-Contact,PG-13,Family-Friendly,0.0031658092599920855,0.002770083102493075,0.9018599129402454,0.08587257617728532,0.006331618519984171
Lethal-Weapon-4,R,Adult,0.018171329679838477,0.00951831554658206,0.8653014133256418,0.10383616959907702,0.0031727718488606866
Under-Fire,R,Adult,0.023612750885478158,0.018890200708382526,0.8559622195985832,0.09051554506099961,0.011019283746556474
Last-Flight-The,PG,Family-Friendly,0.0007870916961826052,0.05430932703659976,0.88823297914207,0.051554506099960644,0.005116096025186935
Kalifornia,R,Adult,0.015237420269312544,0.0336640680368533,0.8476257973068746,0.08043940467753366,0.02303330970942594
Collateral,R,Adult,0.01569574403863568,0.005131300935707818,0.8934500452761848,0.0848173860549351,0.0009055236945366737
Harry-Potter-and-the-Chamber-of-Secrets,PG,Family-Friendly,0.005071599045346062,0.0017899761336515514,0.9433174224343676,0.04862768496420048,0.0011933174224343676
Strange-Brew,PG,Family-Friendly,0.007799442896935933,0.04233983286908078,0.8963788300835654,0.05181058495821727,0.001671309192200557
The-Boondock-Saints,R,Adult,0.06499102333931778,0.03123877917414722,0.7644524236983842,0.12567324955116696,0.013644524236983842
Walking-Tall,PG-13,Family-Friendly,0.009489916963226572,0.03084223013048636,0.8362989323843416,0.11269276393831554,0.010676156583629894
Single-White-Female,R,Adult,0.007357645553422905,0.00799744081893794,0.9293026231605886,0.035188739603326934,0.02015355086372361
Scary-Movie-2,R,Adult,0.02082585278276481,0.01867145421903052,0.8628366247755835,0.06714542190305206,0.03052064631956912
Wes-Cravens-New-Nightmare,R,Adult,0.010845006778129237,0.011296882060551287,0.8906461816538636,0.08450067781292363,0.0027112516945323093
Trumbo,R,Adult,0.019528371407516582,0.015843773028739867,0.947310243183493,0.012527634487840826,0.004789977892409728
Hardcore,R,Adult,0.01762114537444934,0.0052863436123348016,0.8995594713656387,0.030837004405286344,0.04669603524229075
Snow-Falling-On-Cedars,PG-13,Family-Friendly,0.005754758742806552,0.007082779991146525,0.950863213811421,0.03142983621071271,0.004869411243913236
Constantine,R,Adult,0.013215859030837005,0.012848751835535976,0.8887665198237885,0.08113069016152717,0.004038179148311307
Monte-Carlo,PG,Family-Friendly,0.0027494108405341712,0.011390416339355853,0.9677926158680282,0.009819324430479183,0.008248232521602514
Chasing-Sleep,R,Adult,0.01403061224489796,0.03188775510204082,0.9166666666666666,0.02976190476190476,0.007653061224489796
Cliffhanger,R,Adult,0.016525023607176583,0.006137865911237016,0.8602455146364495,0.11378659112370161,0.0033050047214353163
Vertigo,PG,Family-Friendly,0.001055594651653765,0.00809289232934553,0.9729064039408867,0.013370865587614356,0.004574243490499648
Frozen-(Disney),PG,Family-Friendly,0.0003819709702062643,0.00267379679144385,0.9514896867838044,0.04125286478227655,0.004201680672268907
Suspect-Zero,R,Adult,0.010376519418914912,0.010080047435517344,0.9122442929143196,0.06552030833086274,0.0017788319003854136
Reservoir-Dogs,R,Adult,0.10694923607688517,0.019221291276490884,0.7688516510596353,0.09561360275998028,0.009364218827008379
Friday-The-13th-Part-8-Jason-Takes-Manhatten,R,Adult,0.008733624454148471,0.020087336244541485,0.8262008733624454,0.12620087336244543,0.018777292576419215
The-Founder,PG-13,Family-Friendly,0.003017729158807997,0.006035458317615994,0.981893625047152,0.003772161448509996,0.005281026027913994
Tombstone,R,Adult,0.016775396085740912,0.019881950916433674,0.8505747126436781,0.106865486175831,0.005902454178316247
Men-Who-Stare-at-Goats-The,R,Adult,0.02,0.026521739130434784,0.8847826086956522,0.06217391304347826,0.006521739130434782
Hanna,PG-13,Family-Friendly,0.007556675062972292,0.0061173083843109035,0.9226340410219503,0.060453400503778336,0.0032385750269881253
13-Ghosts,NR,Adult,0.026191498497209104,0.007728638900815801,0.8802060970373551,0.0841562902533276,0.0017174753112924003
Gothika,R,Adult,0.010638297872340425,0.016666666666666666,0.9095744680851063,0.05531914893617021,0.007801418439716312
Silence-of-the-Lambs,R,Adult,0.006700167504187605,0.005695142378559464,0.9232830820770519,0.05561139028475712,0.008710217755443886
Assassin,R,Adult,0.007532956685499058,0.0030131826741996233,0.896045197740113,0.08851224105461393,0.004896421845574388
United-States-vs-Billie-Holiday-The,R,Adult,0.033582089552238806,0.0625,0.8708022388059702,0.021921641791044777,0.011194029850746268
